_id,updated_at,segment_id,velocity
42,2020-07-04T08:48:45.000Z,56816,12
43,2020-07-04T08:49:18.680Z,56816,12
44,2020-07-04T08:50:14.659Z,56816,12
45,2020-07-04T08:50:16.030Z,56816,12
46,2020-07-04T08:50:16.927Z,56816,12
47,2020-07-04T08:50:17.799Z,56816,12
48,2020-07-04T08:50:18.755Z,56816,12
49,2020-07-04T08:50:19.616Z,56816,12
50,2020-07-04T08:50:21.671Z,56816,12
51,2020-07-04T08:50:23.768Z,56816,12
52,2020-07-04T08:50:38.126Z,56816,12
53,2020-07-04T08:50:40.796Z,56816,12
54,2020-07-04T08:50:42.232Z,56816,12
55,2020-07-04T08:51:46.950Z,56816,12
56,2020-07-04T08:51:54.714Z,56816,12
57,2020-07-04T08:51:59.768Z,56816,12
58,2020-07-04T08:52:05.597Z,56816,12
59,2020-07-04T08:52:19.834Z,56816,12
60,2020-07-04T08:52:23.788Z,56816,12
61,2020-07-04T08:53:24.281Z,56816,12
62,2020-07-04T08:53:26.790Z,56816,12
63,2020-07-04T08:53:38.060Z,56816,12
64,2020-07-04T08:53:41.773Z,56816,12
65,2020-07-04T08:54:43.455Z,56816,12
66,2020-07-04T08:55:10.102Z,56816,12
67,2020-07-04T08:55:12.097Z,56816,12
68,2020-07-04T08:55:21.190Z,56816,12
69,2020-07-04T08:55:32.296Z,56816,12
70,2020-07-04T08:55:34.208Z,56816,12
71,2020-07-04T08:55:54.173Z,56816,12
72,2020-07-04T08:56:00.954Z,56816,12
73,2020-07-04T08:56:06.303Z,56816,12
74,2020-07-04T08:56:46.485Z,56816,12
75,2020-07-04T08:56:50.300Z,56816,12
76,2020-07-04T08:57:05.612Z,56816,12
77,2020-07-04T08:57:20.518Z,56816,12
78,2020-07-04T08:57:23.173Z,56816,12
79,2020-07-04T08:57:53.330Z,56816,12
80,2020-07-04T08:57:57.529Z,56816,12
81,2020-07-04T08:58:01.823Z,56816,12
82,2020-07-04T08:58:07.165Z,56816,12
83,2020-07-04T08:58:35.440Z,56816,12
84,2020-07-04T08:58:49.435Z,56816,12
85,2020-07-04T08:59:15.409Z,56816,12
86,2020-07-04T08:59:51.091Z,56816,12
87,2020-07-04T09:00:20.716Z,56816,12
88,2020-07-04T09:00:36.032Z,56816,12
89,2020-07-04T09:00:57.760Z,56816,12
90,2020-07-04T09:01:13.507Z,56816,12
91,2020-07-04T09:01:41.362Z,56816,12
92,2020-07-04T09:02:09.815Z,56816,12
93,2020-07-04T09:02:48.404Z,56816,12
94,2020-07-04T09:03:36.299Z,56816,12
95,2020-07-04T09:05:06.387Z,56816,12
96,2020-07-04T09:05:09.647Z,56816,12
97,2020-07-04T09:06:23.638Z,56816,12
98,2020-07-04T09:06:51.815Z,56816,12
99,2020-07-04T09:07:18.438Z,56816,12
100,2020-07-04T09:07:40.196Z,56816,12
101,2020-07-04T09:08:35.152Z,56816,12
102,2020-07-04T09:09:06.544Z,56816,12
103,2020-07-04T09:09:39.735Z,56816,12
104,2020-07-04T09:10:07.541Z,56816,12
105,2020-07-04T09:10:29.652Z,56816,12
106,2020-07-04T09:11:12.088Z,56816,12
107,2020-07-04T09:21:28.607Z,56816,12
108,2020-07-04T09:21:32.544Z,56816,12
109,2020-07-04T09:22:49.516Z,56816,12
110,2020-07-04T09:24:22.532Z,56816,12
111,2020-07-04T09:24:31.874Z,56816,12
112,2020-07-04T09:24:34.653Z,56816,12
113,2020-07-04T09:24:57.258Z,56816,12
114,2020-07-04T09:25:22.427Z,56816,12
115,2020-07-04T09:25:49.244Z,56816,12
116,2020-07-04T09:26:11.866Z,56816,12
117,2020-07-04T09:26:31.856Z,56816,12
118,2020-07-04T09:26:55.068Z,56816,12
119,2020-07-04T09:27:56.691Z,56816,12
120,2020-07-04T09:28:13.374Z,56816,12
121,2020-07-04T09:28:18.677Z,56816,12
122,2020-07-04T09:28:45.712Z,56816,12
123,2020-07-04T09:28:56.986Z,56816,12
124,2020-07-04T09:29:54.930Z,56816,12
125,2020-07-04T09:30:22.063Z,56816,12
126,2020-07-04T09:30:38.041Z,56816,12
127,2020-07-04T09:31:02.380Z,56816,12
128,2020-07-04T09:31:07.716Z,56816,12
129,2020-07-04T09:31:29.576Z,56816,12
130,2020-07-04T09:31:45.717Z,56816,12
131,2020-07-04T09:33:21.542Z,56816,12
132,2020-07-04T09:35:04.664Z,56816,12
133,2020-07-04T09:35:15.367Z,56816,12
134,2020-07-04T09:36:01.637Z,56816,12
135,2020-07-04T09:37:08.632Z,56816,12
136,2020-07-04T09:39:19.751Z,56816,12
137,2020-07-04T09:39:26.410Z,56816,12
138,2020-07-04T09:39:59.350Z,56816,12
139,2020-07-04T09:40:33.580Z,56816,12
140,2020-07-04T09:51:49.988Z,56816,12
141,2020-07-04T09:51:50.733Z,56816,12
142,2020-07-04T09:51:52.362Z,56816,12
143,2020-07-04T09:52:08.838Z,56816,12
144,2020-07-04T09:52:09.523Z,56816,12
145,2020-07-04T09:52:29.718Z,56816,12
146,2020-07-04T09:53:23.990Z,56816,12
147,2020-07-04T09:56:16.684Z,56816,12
148,2020-07-04T09:56:21.643Z,56816,12
149,2020-07-04T10:02:20.391Z,56816,12
150,2020-07-04T10:02:20.611Z,56816,12
151,2020-07-04T10:02:21.408Z,56816,12
152,2020-07-04T10:02:22.085Z,56816,12
153,2020-07-04T10:03:29.478Z,56816,12
154,2020-07-04T10:03:29.663Z,56816,12
155,2020-07-04T10:03:30.454Z,56816,12
156,2020-07-04T10:04:27.998Z,56816,12
157,2020-07-04T10:04:28.631Z,56816,12
158,2020-07-04T10:05:31.081Z,56816,12
159,2020-07-04T10:05:31.697Z,56816,12
160,2020-07-04T10:06:30.215Z,56816,30
161,2020-07-04T10:06:30.931Z,56816,30
162,2020-07-04T10:06:31.845Z,56816,30
163,2020-07-04T10:07:16.698Z,56816,30
164,2020-07-04T10:11:58.776Z,56816,36
165,2020-07-04T10:12:10.896Z,56816,36
166,2020-07-04T10:13:14.185Z,56816,36
167,2020-07-04T10:14:27.698Z,56816,36
168,2020-07-04T10:14:28.772Z,56816,36
169,2020-07-04T10:20:58.807Z,56816,36
170,2020-07-04T10:21:05.000Z,56816,36
171,2020-07-04T10:22:43.811Z,56816,36
172,2020-07-04T10:22:44.555Z,56816,36
173,2020-07-04T13:59:26.183Z,56816,13
174,2020-07-04T13:59:30.410Z,56816,13
175,2020-07-04T13:59:33.592Z,56816,13
176,2020-07-04T14:00:05.339Z,56816,13
177,2020-07-04T14:01:18.819Z,56816,13
178,2020-07-04T14:03:10.852Z,56816,13
179,2020-07-04T14:05:07.150Z,56816,13
180,2020-07-04T14:05:21.506Z,56816,13
181,2020-07-04T14:09:14.732Z,56816,13
182,2020-07-04T14:09:28.377Z,56816,30
183,2020-07-04T14:09:51.857Z,56816,30
184,2020-07-04T14:10:26.358Z,56816,30
185,2020-07-04T14:13:57.113Z,56816,30
186,2020-07-04T14:17:42.161Z,56816,30
187,2020-07-04T14:17:47.187Z,56816,30
188,2020-07-04T14:17:49.143Z,56816,30
189,2020-07-04T14:18:04.856Z,56816,30
190,2020-07-04T14:26:19.584Z,56816,30
191,2020-07-04T14:26:25.703Z,56816,30
192,2020-07-04T14:26:35.964Z,56816,30
193,2020-07-04T14:26:50.996Z,56816,30
194,2020-07-04T14:30:34.830Z,56816,30
195,2020-07-04T14:30:37.449Z,56816,30
196,2020-07-04T14:30:46.248Z,56816,20
197,2020-07-04T14:37:52.844Z,56816,25
198,2020-07-04T14:38:00.201Z,56816,25
199,2020-07-04T14:41:16.529Z,56816,25
200,2020-07-04T14:43:49.077Z,56816,25
201,2020-07-04T14:45:30.685Z,56816,25
202,2020-07-04T14:52:17.926Z,56816,25
203,2020-07-04T14:59:27.527Z,56816,35
204,2020-07-04T14:59:31.651Z,56816,35
205,2020-07-04T14:59:36.871Z,56816,35
206,2020-07-04T14:59:39.430Z,56816,35
207,2020-07-04T15:00:29.665Z,56816,35
208,2020-07-04T15:02:55.458Z,56816,35
209,2020-07-04T15:05:39.487Z,56816,35
210,2020-07-04T15:07:17.017Z,56816,35
211,2020-07-04T15:08:54.687Z,56816,35
212,2020-07-04T15:19:49.033Z,56816,35
213,2020-07-04T15:19:53.617Z,56816,35
214,2020-07-04T15:22:01.826Z,56816,35
215,2020-07-04T15:22:24.956Z,56816,35
216,2020-07-04T15:22:27.630Z,56816,35
217,2020-07-04T15:22:33.709Z,56816,30
218,2020-07-04T15:25:26.761Z,56816,30
219,2020-07-04T15:25:28.981Z,56816,30
220,2020-07-04T15:27:02.864Z,56816,30
221,2020-07-04T15:27:04.541Z,56816,30
222,2020-07-04T15:27:51.238Z,56816,30
223,2020-07-04T15:29:36.299Z,56816,30
224,2020-07-04T15:32:38.807Z,56816,30
225,2020-07-04T15:32:40.111Z,56816,30
226,2020-07-04T15:32:41.287Z,56816,30
227,2020-07-04T15:32:42.220Z,56816,30
228,2020-07-04T15:33:53.547Z,56816,30
229,2020-07-06T01:09:30.996Z,58241,50
230,2020-07-06T01:16:28.052Z,15412,28
231,2020-07-11T06:00:35.908Z,56816,30
232,2020-07-11T06:01:39.412Z,56816,30
233,2020-07-11T06:01:41.069Z,56816,30
234,2020-07-11T06:02:47.451Z,56816,50
235,2020-07-11T06:03:20.009Z,56816,50
236,2020-07-11T06:06:34.167Z,56816,10
237,2020-07-11T06:08:06.173Z,56816,10
238,2020-07-11T06:14:45.898Z,56816,5
239,2020-07-11T06:17:13.789Z,56816,15
240,2020-07-11T08:23:17.264Z,56816,15
241,2020-07-11T08:26:08.465Z,56816,20
242,2020-07-11T08:39:27.706Z,56816,30
243,2020-07-11T08:51:03.515Z,56816,50
244,2020-07-11T08:58:11.610Z,56816,50
245,2020-07-11T08:58:19.092Z,56816,20
246,2020-07-11T09:25:24.374Z,56816,20
247,2020-07-11T09:27:59.253Z,56816,20
248,2020-07-11T09:32:33.883Z,56816,20
249,2020-07-11T09:37:49.039Z,56816,20
250,2020-07-11T09:40:04.082Z,56816,20
251,2020-07-11T09:41:11.592Z,56816,20
252,2020-07-11T09:42:45.469Z,56816,20
253,2020-07-11T20:04:51.275Z,6054,5
254,2020-07-12T09:01:40.501Z,58234,5
255,2020-07-13T01:56:06.544Z,58224,14
256,2020-07-13T02:01:04.270Z,47409,1
257,2020-07-13T02:01:09.789Z,47409,1
258,2020-07-15T13:23:00.824Z,56814,11
259,2020-07-15T13:23:21.261Z,56818,20
260,2020-07-20T02:12:38.467Z,47409,1
261,2020-07-20T02:12:46.708Z,47409,1
262,2020-07-20T02:12:56.754Z,47409,1
263,2020-07-20T02:13:07.585Z,47409,1
264,2020-07-20T02:13:18.683Z,47409,1
265,2020-07-20T02:13:27.373Z,47409,1
266,2020-07-20T02:13:36.396Z,47409,1
267,2020-07-20T02:13:46.517Z,47409,1
268,2020-07-20T02:13:56.713Z,47409,1
269,2020-07-20T02:14:05.196Z,47409,1
270,2020-07-20T02:14:16.758Z,47409,1
271,2020-07-20T02:14:26.876Z,47409,1
272,2020-07-20T02:14:37.871Z,47409,1
273,2020-07-20T02:14:47.621Z,47409,1
274,2020-07-20T02:14:58.780Z,47409,1
275,2020-07-20T02:15:07.912Z,47409,1
276,2020-07-20T02:15:17.027Z,47409,1
277,2020-07-20T02:15:29.361Z,47409,1
278,2020-07-20T02:15:55.242Z,47409,1
279,2020-07-20T02:15:56.300Z,47409,1
280,2020-07-20T02:15:57.239Z,47409,1
281,2020-07-20T02:16:09.070Z,47409,1
282,2020-07-20T02:16:18.197Z,47409,1
283,2020-07-20T02:16:29.541Z,47409,1
284,2020-07-20T02:16:38.479Z,47409,1
285,2020-07-20T02:16:48.331Z,47409,1
286,2020-07-20T02:16:57.538Z,47409,1
287,2020-07-20T02:17:07.491Z,47409,1
288,2020-07-20T02:17:18.038Z,47409,1
289,2020-07-20T02:17:29.172Z,47409,1
290,2020-07-20T02:17:38.189Z,47409,1
291,2020-07-20T02:17:50.535Z,47409,1
292,2020-07-20T02:17:58.094Z,47409,1
293,2020-07-20T02:18:08.263Z,47409,1
294,2020-07-20T02:18:19.084Z,47409,1
295,2020-07-20T02:18:28.324Z,47409,1
296,2020-07-20T02:18:38.345Z,47409,1
297,2020-07-20T02:18:48.298Z,47409,1
298,2020-07-20T02:18:58.380Z,47409,1
299,2020-07-20T02:19:08.395Z,47409,1
300,2020-07-20T02:19:18.385Z,47409,1
301,2020-07-20T02:19:31.289Z,47409,1
302,2020-07-20T02:19:42.998Z,47409,1
303,2020-07-20T02:19:52.722Z,47409,1
304,2020-07-20T02:20:01.469Z,47409,1
305,2020-07-20T02:20:09.913Z,47409,1
306,2020-07-20T02:20:19.392Z,47409,1
307,2020-07-20T02:20:28.758Z,47409,1
308,2020-07-20T02:20:38.902Z,47409,1
309,2020-07-20T02:20:49.863Z,47409,1
310,2020-07-20T02:20:59.628Z,47409,1
311,2020-07-20T02:21:09.724Z,47409,1
312,2020-07-20T02:21:19.795Z,47409,1
313,2020-07-20T02:21:29.885Z,47409,1
314,2020-07-20T02:21:39.781Z,47409,1
315,2020-07-20T02:21:49.518Z,47409,1
316,2020-07-20T02:21:59.769Z,47409,1
317,2020-07-20T02:22:09.953Z,47409,1
318,2020-07-20T02:22:19.870Z,47409,1
319,2020-07-20T02:22:29.972Z,47409,1
320,2020-07-20T02:22:40.060Z,47409,1
321,2020-07-20T02:22:50.839Z,47409,1
322,2020-07-20T02:23:00.695Z,47409,1
323,2020-07-20T02:23:10.794Z,47409,1
324,2020-07-20T02:23:20.092Z,47409,1
325,2020-07-20T02:23:29.129Z,47409,1
326,2020-07-20T02:23:39.400Z,47409,1
327,2020-07-20T02:23:49.055Z,47409,1
328,2020-07-20T02:23:59.269Z,47409,1
329,2020-07-20T02:24:09.106Z,47409,1
330,2020-07-20T02:24:19.219Z,47409,1
331,2020-07-20T02:24:32.662Z,47409,1
332,2020-07-20T02:24:40.009Z,47409,1
333,2020-07-20T02:24:49.125Z,47409,1
334,2020-07-20T02:25:00.098Z,47409,1
335,2020-07-20T02:25:09.423Z,47409,1
336,2020-07-20T02:25:19.338Z,47409,1
337,2020-07-20T02:25:29.100Z,47409,1
338,2020-07-20T02:25:39.361Z,47409,1
339,2020-07-20T02:25:49.285Z,47409,1
340,2020-07-20T02:25:59.356Z,47409,1
341,2020-07-20T02:26:09.322Z,47409,1
342,2020-07-20T02:26:19.490Z,47409,1
343,2020-07-20T02:26:32.284Z,47409,1
344,2020-07-20T02:26:42.544Z,47409,1
345,2020-07-20T02:26:49.816Z,47409,1
346,2020-07-20T02:26:59.823Z,47409,1
347,2020-07-20T02:27:09.868Z,47409,1
348,2020-07-20T02:27:19.819Z,47409,1
349,2020-07-20T02:27:31.759Z,47409,1
350,2020-07-20T02:27:39.819Z,47409,1
351,2020-07-20T02:27:50.123Z,47409,1
352,2020-07-20T02:28:00.181Z,47409,1
353,2020-07-20T02:28:10.081Z,47409,1
354,2020-07-20T02:28:22.173Z,47409,1
355,2020-07-20T02:28:34.177Z,47409,1
356,2020-07-20T02:39:59.788Z,47409,1
357,2020-07-25T04:02:00.419Z,17318,5
358,2020-07-25T04:22:00.341Z,17546,5
359,2020-07-25T04:25:03.390Z,52214,5
360,2020-07-25T04:26:49.126Z,45934,5
361,2020-07-25T04:28:24.016Z,69415,5
362,2020-07-25T04:29:43.412Z,69415,5
363,2020-07-25T04:31:21.978Z,17328,5
364,2020-07-25T06:58:21.082Z,41871,5
365,2020-07-29T03:15:29.207Z,21263,1
366,2020-07-29T03:15:51.159Z,21263,1
367,2020-07-29T03:16:17.877Z,21263,1
368,2020-07-29T03:16:31.965Z,21263,1
369,2020-07-29T03:16:43.837Z,21263,1
370,2020-07-29T03:16:55.542Z,21263,1
371,2020-07-29T03:17:07.750Z,21263,1
372,2020-07-29T03:17:20.389Z,21263,1
373,2020-07-29T03:17:41.556Z,21263,1
374,2020-07-29T03:18:12.353Z,21263,1
375,2020-07-29T03:18:20.088Z,21263,1
376,2020-07-29T03:18:34.307Z,21263,1
377,2020-07-30T03:36:40.762Z,62607,1
378,2020-07-30T03:36:55.931Z,62607,1
379,2020-07-30T03:37:07.035Z,62607,1
380,2020-07-30T03:37:18.499Z,62607,1
381,2020-07-30T03:37:29.921Z,62607,1
382,2020-07-30T03:37:41.060Z,62607,1
383,2020-07-30T03:37:52.359Z,62607,2
384,2020-07-30T03:38:03.891Z,62607,1
385,2020-07-30T03:38:15.434Z,62607,4
386,2020-07-30T03:38:26.528Z,62607,1
387,2020-07-30T03:38:37.447Z,62607,1
388,2020-07-30T03:38:48.760Z,62607,1
389,2020-07-30T03:38:59.523Z,62607,1
390,2020-07-30T03:39:10.646Z,62607,1
391,2020-07-30T03:39:21.671Z,62607,1
392,2020-07-30T03:39:35.014Z,62607,1
393,2020-07-30T03:39:44.423Z,62607,1
394,2020-07-30T03:39:55.477Z,62607,1
395,2020-07-30T03:40:06.510Z,62607,1
396,2020-07-30T03:40:17.659Z,62607,1
397,2020-07-30T03:40:28.657Z,62607,1
398,2020-07-30T03:40:39.908Z,62607,1
399,2020-07-30T03:40:51.205Z,62607,1
400,2020-07-30T03:41:02.719Z,62607,1
401,2020-07-30T03:41:14.218Z,62607,1
402,2020-07-30T03:41:31.292Z,62607,1
403,2020-07-30T03:44:57.277Z,62607,1
404,2020-07-30T03:45:12.080Z,62607,1
405,2020-07-30T03:45:22.968Z,62607,1
406,2020-07-30T03:45:34.350Z,62607,2
407,2020-07-30T03:45:52.014Z,62607,1
408,2020-07-30T03:46:03.068Z,62607,1
409,2020-07-30T03:46:14.106Z,62607,4
410,2020-07-30T03:46:24.301Z,62607,1
411,2020-07-30T03:46:35.889Z,62607,3
412,2020-07-30T03:46:47.386Z,62607,2
413,2020-07-31T11:20:49.576Z,83729,10
414,2020-07-31T11:22:07.783Z,50413,30
415,2020-07-31T11:28:42.759Z,83727,4
416,2020-07-31T13:18:10.844Z,33642,5
417,2020-07-31T13:19:12.300Z,65617,5
418,2020-07-31T13:30:38.280Z,82049,5
419,2020-07-31T13:40:22.832Z,21796,10
420,2020-07-31T17:44:41.638Z,40708,5
421,2020-07-31T17:45:08.473Z,33649,10
422,2020-07-31T17:51:18.770Z,40453,5
423,2020-07-31T17:51:52.805Z,4241,20
424,2020-08-01T14:49:37.901Z,83729,2
425,2020-08-01T15:37:42.052Z,83729,8
426,2020-08-01T15:53:14.506Z,83727,7
427,2020-08-01T15:53:26.527Z,83729,29
428,2020-08-01T16:59:28.363Z,80008,10
429,2020-08-02T04:26:47.769Z,36662,1
430,2020-08-02T04:26:55.871Z,36662,3
431,2020-08-02T04:27:04.001Z,36662,5
432,2020-08-02T04:27:12.246Z,36662,6
433,2020-08-02T04:27:20.839Z,36662,5
434,2020-08-02T04:28:02.592Z,36661,27
435,2020-08-02T05:12:07.205Z,82142,9
436,2020-08-02T05:12:19.973Z,82150,5
437,2020-08-02T05:12:28.195Z,82144,7
438,2020-08-02T05:12:37.255Z,82142,1
439,2020-08-02T05:12:46.083Z,82142,1
440,2020-08-02T05:12:54.226Z,82142,1
441,2020-08-02T05:13:02.303Z,82142,1
442,2020-08-02T05:13:11.393Z,82142,1
443,2020-08-02T05:13:20.982Z,82142,1
444,2020-08-02T05:13:28.838Z,82142,2
445,2020-08-02T05:13:37.341Z,82142,1
446,2020-08-02T05:13:51.865Z,82142,13
447,2020-08-02T05:14:04.231Z,82154,14
448,2020-08-02T05:14:15.978Z,63500,43
449,2020-08-02T05:14:28.573Z,63498,39
450,2020-08-02T05:14:40.230Z,185,27
451,2020-08-02T05:15:04.283Z,63458,32
452,2020-08-02T05:15:15.243Z,58530,28
453,2020-08-02T05:15:27.215Z,63453,36
454,2020-08-02T05:15:40.364Z,63451,35
455,2020-08-02T05:15:52.241Z,63449,39
456,2020-08-02T05:16:04.224Z,63448,39
457,2020-08-02T05:16:16.379Z,63446,37
458,2020-08-02T05:16:28.259Z,36698,45
459,2020-08-02T05:16:40.199Z,36702,42
460,2020-08-02T05:16:52.640Z,58243,55
461,2020-08-02T05:17:04.250Z,58240,49
462,2020-08-02T05:17:16.212Z,58235,36
463,2020-08-02T05:17:28.190Z,58234,32
464,2020-08-02T05:17:40.211Z,58233,31
465,2020-08-02T05:17:52.368Z,58229,31
466,2020-08-02T05:18:07.329Z,58228,37
467,2020-08-02T05:19:40.226Z,63370,4
468,2020-08-02T05:19:52.408Z,63370,1
469,2020-08-02T05:20:04.369Z,63370,2
470,2020-08-02T05:20:17.333Z,63370,4
471,2020-08-02T05:20:28.229Z,63369,17
472,2020-08-02T05:27:22.890Z,63367,9
473,2020-08-02T05:45:17.010Z,17308,9
474,2020-08-02T05:48:17.160Z,17328,5
475,2020-08-02T05:51:55.150Z,17328,5
476,2020-08-02T05:52:38.360Z,17328,5
477,2020-08-02T05:53:39.242Z,17328,4
478,2020-08-02T05:54:53.750Z,17324,5
479,2020-08-02T05:58:56.944Z,17324,5
480,2020-08-02T05:59:56.660Z,17328,5
481,2020-08-02T06:01:41.648Z,17324,5
482,2020-08-02T06:01:57.162Z,17324,5
483,2020-08-02T11:04:35.668Z,17332,5
484,2020-08-02T11:11:23.235Z,17332,10
485,2020-08-02T11:12:33.444Z,64980,5
486,2020-08-02T11:17:39.942Z,17332,5
487,2020-08-02T11:30:36.985Z,17332,10
488,2020-08-02T11:31:18.776Z,64982,5
489,2020-08-02T13:29:16.622Z,17332,10
490,2020-08-02T13:30:10.271Z,64978,5
491,2020-08-02T17:53:54.027Z,4139,11
492,2020-08-02T17:54:23.947Z,64982,5
493,2020-08-02T18:04:41.380Z,4139,10
494,2020-08-02T18:05:09.758Z,64982,5
495,2020-08-02T23:53:00.662Z,6687,2
496,2020-08-02T23:56:27.919Z,36723,27
497,2020-08-02T23:56:27.920Z,58227,14
498,2020-08-02T23:56:27.920Z,36722,23
499,2020-08-02T23:56:27.920Z,58226,18
500,2020-08-02T23:56:27.920Z,36721,14
501,2020-08-02T23:56:27.920Z,58228,6
502,2020-08-02T23:56:27.920Z,36724,35
503,2020-08-02T23:56:27.921Z,36720,25
504,2020-08-02T23:56:27.921Z,58225,2
505,2020-08-02T23:56:27.921Z,36719,35
506,2020-08-02T23:56:27.921Z,58224,38
507,2020-08-02T23:56:27.921Z,36718,15
508,2020-08-02T23:56:27.921Z,58229,10
509,2020-08-02T23:56:27.922Z,58223,14
510,2020-08-02T23:56:27.922Z,58222,14
511,2020-08-02T23:56:27.922Z,58221,18
512,2020-08-02T23:56:27.922Z,58230,39
513,2020-08-02T23:56:27.922Z,58231,2
514,2020-08-02T23:56:27.922Z,58220,2
515,2020-08-02T23:56:27.923Z,58232,32
516,2020-08-02T23:56:27.923Z,36717,8
517,2020-08-02T23:56:27.923Z,58219,7
518,2020-08-02T23:56:27.923Z,36725,35
519,2020-08-02T23:56:27.923Z,58233,5
520,2020-08-02T23:56:27.923Z,36726,22
521,2020-08-02T23:56:27.923Z,15401,10
522,2020-08-02T23:56:27.924Z,15403,24
523,2020-08-02T23:56:27.924Z,6702,38
524,2020-08-02T23:56:27.924Z,15405,29
525,2020-08-02T23:56:27.924Z,36716,36
526,2020-08-02T23:56:27.924Z,58234,31
527,2020-08-02T23:56:27.924Z,15406,20
528,2020-08-02T23:56:27.925Z,6703,2
529,2020-08-02T23:56:27.925Z,15402,6
530,2020-08-02T23:56:27.925Z,15404,33
531,2020-08-02T23:56:27.925Z,6700,7
532,2020-08-02T23:56:27.925Z,6701,19
533,2020-08-02T23:56:27.925Z,6698,24
534,2020-08-02T23:56:27.925Z,6699,1
535,2020-08-02T23:56:27.926Z,6696,38
536,2020-08-02T23:56:27.926Z,6697,3
537,2020-08-02T23:56:27.926Z,36727,25
538,2020-08-02T23:56:27.926Z,58218,4
539,2020-08-02T23:56:27.926Z,6694,2
540,2020-08-02T23:56:27.926Z,6695,32
541,2020-08-02T23:56:27.926Z,63372,29
542,2020-08-02T23:56:27.927Z,63373,16
543,2020-08-02T23:56:27.927Z,63371,19
544,2020-08-02T23:56:27.927Z,63374,4
545,2020-08-02T23:56:27.927Z,63370,25
546,2020-08-02T23:56:27.927Z,63375,28
547,2020-08-02T23:56:27.927Z,58217,26
548,2020-08-02T23:56:27.927Z,63338,37
549,2020-08-02T23:56:27.927Z,36728,36
550,2020-08-02T23:56:27.928Z,6692,12
551,2020-08-02T23:56:27.928Z,63349,33
552,2020-08-02T23:56:27.928Z,63348,17
553,2020-08-02T23:56:27.928Z,63350,37
554,2020-08-02T23:56:27.928Z,63347,9
555,2020-08-02T23:56:27.929Z,63351,40
556,2020-08-02T23:56:27.929Z,63339,13
557,2020-08-02T23:56:27.929Z,63369,28
558,2020-08-02T23:56:27.929Z,6693,33
559,2020-08-02T23:56:27.929Z,63352,21
560,2020-08-02T23:56:27.929Z,62970,14
561,2020-08-02T23:56:27.930Z,63346,29
562,2020-08-02T23:56:27.930Z,58216,20
563,2020-08-02T23:56:27.930Z,63368,23
564,2020-08-02T23:56:27.930Z,63353,22
565,2020-08-02T23:56:27.930Z,62969,13
566,2020-08-02T23:56:27.930Z,62968,39
567,2020-08-02T23:56:27.930Z,63382,25
568,2020-08-02T23:56:27.930Z,36729,16
569,2020-08-02T23:56:27.931Z,63354,9
570,2020-08-02T23:56:27.931Z,62967,15
571,2020-08-02T23:56:27.931Z,63367,25
572,2020-08-02T23:56:27.931Z,6690,0
573,2020-08-02T23:56:27.931Z,4914,31
574,2020-08-02T23:56:27.931Z,63355,26
575,2020-08-02T23:56:27.931Z,4915,4
576,2020-08-02T23:56:27.932Z,6691,21
577,2020-08-02T23:56:27.932Z,63356,28
578,2020-08-02T23:56:27.932Z,63366,20
579,2020-08-02T23:56:27.932Z,63365,36
580,2020-08-02T23:56:27.932Z,6688,6
